series_idx,window_idx,rmse,mae,mape,smape,mql_0_50,mic_10_90,n_points
7,0,16.564653345324338,14.626206473104128,25.545784545112287,25.37193479460444,14.626206473104128,1.0,6
7,1,43.551821541101326,41.61908766991557,130.5095386943925,76.3569944054823,41.61908766991557,1.0,6
7,2,41.03095592522243,39.30339515552972,290.74368888252945,96.39580860585743,39.30339515552972,1.0,6
8,0,21.63980246703048,18.645318859651244,38.6504138011104,30.431014496594642,18.645318859651244,1.0,6
8,1,48.69842055035292,40.2714562322494,16883.35707892239,95.26661141256002,40.2714562322494,0.6666666666666666,6
8,2,9.599465766786576,7.997000941617611,14.055008311340908,12.777839776490248,7.997000941617611,1.0,6
9,0,26.83174953273822,25.170799791188198,38.73477340144164,31.71535632453421,25.170799791188198,1.0,6
9,1,74.0286472506721,68.6687358204052,45786.35930144736,132.25038023231252,68.6687358204052,0.5,6
9,2,42.710909815111215,31.48954421180822,101.31569234390281,47.070078102601975,31.48954421180822,1.0,6
10,0,60.438852147307465,55.60145078124273,152.4604229128323,66.22654974449149,55.60145078124273,0.8333333333333334,6
10,1,55.307604384052,53.34629105397639,13881.418782488225,79.95655254108361,53.34629105397639,0.8333333333333334,6
10,2,56.383808157482086,51.633648634219334,288.2756814289564,85.9935279907416,51.633648634219334,1.0,6
11,0,29.659904605706117,19.564666720144235,245.24075665459924,42.25651392613752,19.564666720144235,0.8333333333333334,6
11,1,33.07054158862155,28.000220749936677,8330.703340426086,78.36691031351815,28.000220749936677,0.6666666666666666,6
11,2,35.02574810711354,28.007028095272528,10935.900454623938,56.353617804490185,28.007028095272528,0.8333333333333334,6
12,0,41.1099821861265,39.59793083569678,212.04914890609606,93.22258399351247,39.59793083569678,0.5,6
12,1,33.664744784469896,31.91838585017342,8216.206686987642,100.23232740509663,31.91838585017342,0.6666666666666666,6
12,2,27.70627372757909,25.597124889326796,114.61165224845233,67.04378796132517,25.597124889326796,1.0,6
13,0,19.0373100403783,18.16524405305196,440.9535470912177,112.7964204570552,18.16524405305196,0.8333333333333334,6
13,1,4.352585305511855,3.630528989432539,51.94351559416148,34.5246120992484,3.630528989432539,1.0,6
13,2,12.45338654136941,12.060010271547142,1434.9002364135742,87.30174616145433,12.060010271547142,0.8333333333333334,6
14,0,37.4579234757652,33.60999319717874,86.10188272747932,50.398850121345305,33.60999319717874,0.8333333333333334,6
14,1,37.845105322838855,30.465899488150338,9189.579569248514,86.9175766288696,30.465899488150338,0.5,6
14,2,56.03558313292674,53.047694609956686,490.9542557382197,105.11400754734458,53.047694609956686,0.8333333333333334,6
15,0,28.455086830775425,27.73104843827345,39.445452869666866,32.68871139475973,27.73104843827345,1.0,6
15,1,24.38966717443967,23.486497380617905,33.028669595632756,28.41739819260207,23.486497380617905,1.0,6
15,2,51.24583046561344,51.09381847643237,95.7328719181838,64.61191100455083,51.09381847643237,1.0,6
16,0,45.41863914684709,44.262604413129885,143.6419302579231,73.0486852003868,44.262604413129885,1.0,6
16,1,38.763496411579055,32.08873475422251,114.80158462822058,57.12078291854549,32.08873475422251,1.0,6
16,2,45.317861885463444,43.2316888412243,139.1823059676593,73.0827101339789,43.2316888412243,1.0,6
17,0,22.652550139378143,15.05381128871781,24.91539787736618,18.940808000530826,15.05381128871781,1.0,6
17,1,12.613942994191605,12.092460955205317,14.976875701467332,13.898385312120705,12.092460955205317,1.0,6
17,2,48.867492031652255,47.882899445963325,124.57851224060705,72.32999076713415,47.882899445963325,1.0,6
18,0,64.02619075842253,63.18099869357584,97.69742546852163,64.94347850156112,63.18099869357584,1.0,6
18,1,69.64413812302003,59.938609451809405,13992.1460421047,101.06259673723157,59.938609451809405,0.6666666666666666,6
18,2,21.38557435118046,20.0988209438487,25.462835726351962,22.2020284353574,20.0988209438487,1.0,6
19,0,88.37001025132369,82.04524270224168,39236.8269769906,128.38697659033025,82.04524270224168,0.6666666666666666,6
19,1,50.054549633625385,35.32105624985841,18338.149404152013,52.385852309367245,35.32105624985841,0.8333333333333334,6
19,2,42.17552819246051,33.205775574224596,15049.31654723185,56.26985540090028,33.205775574224596,1.0,6
20,0,45.77328250699135,36.353726175901095,85.08147423511333,50.99252304173804,36.353726175901095,1.0,6
20,1,48.73079820849037,45.03498779585599,144.57623190128518,76.18061643311215,45.03498779585599,1.0,6
20,2,34.96616160752909,32.82222370384365,125.07733086988051,73.29551836591662,32.82222370384365,1.0,6
21,0,11.942123370921887,11.170119812736587,21.738927248430503,19.34616621510278,11.170119812736587,1.0,6
21,1,26.45354542038852,26.269174894949852,90.52898970013872,61.1089940485798,26.269174894949852,1.0,6
21,2,29.12381443201391,28.806639861126936,120.13462881473448,74.34905556011503,28.806639861126936,0.8333333333333334,6
22,0,27.104795705488403,19.357020207476996,391.43139113369784,83.39047067471141,19.357020207476996,0.8333333333333334,6
22,1,21.747006056891358,21.189751089369846,389.9587914816562,126.57087719178173,21.189751089369846,0.8333333333333334,6
22,2,7.887616913634871,7.711456390654825,327.876765125211,107.02611701034652,7.711456390654825,0.6666666666666666,6
23,0,38.46062335663087,31.264556679851093,11137.86717865886,89.50670153748995,31.264556679851093,0.5,6
23,1,5.114747478634458,4.593497502975918,17.597190497293177,16.82488039645249,4.593497502975918,1.0,6
23,2,17.23256349939711,14.526876463537404,68.10107805942168,42.53973790185652,14.526876463537404,1.0,6
24,0,32.892483626315645,32.707468432613375,189.33911011084646,96.33168093794224,32.707468432613375,1.0,6
24,1,37.03532717396495,36.83612789557476,290.0622831817938,117.4920117139789,36.83612789557476,1.0,6
24,2,38.81525449684002,38.6878748111935,366.37110782907916,129.15030803863823,38.6878748111935,1.0,6
25,0,40.66906915616293,39.31692543798937,1253.1037132279992,111.10654420765923,39.31692543798937,0.5,6
25,1,35.58915130694079,33.963349985329124,538.2506977507073,107.02329362860448,33.963349985329124,0.6666666666666666,6
25,2,34.64705971971443,28.666569612009663,9360.138130646812,87.37752729835941,28.666569612009663,0.8333333333333334,6
26,0,30.815059299122954,22.92248140471987,479.4149849648747,64.39327357816661,22.92248140471987,0.6666666666666666,6
26,1,22.652978599211664,19.488252335666882,40.15953374473107,30.984415932896752,19.488252335666882,1.0,6
26,2,41.67579954159511,41.30916110247327,150.0058088706975,83.742540216577,41.30916110247327,1.0,6
27,0,35.28331721640871,26.829598920437775,185.19101667355503,61.17385370986096,26.829598920437775,1.0,6
